Date,ACME,APAC,CHIC,KETC,NINN
2008-05-14,14000000.0,17000000.0,16000000.0,7000000.0,15000000.0
2008-05-15,21000000.0,21000000.0,23000000.0,21000000.0,22000000.0
2008-05-16,30000000.0,28000000.0,30000000.0,30000000.0,29000000.0
2008-05-17,28000000.0,28000000.0,26000000.0,24000000.0,26000000.0
2008-05-18,30000000.0,29000000.0,30000000.0,30000000.0,29000000.0
2008-05-19,30000000.0,29000000.0,30000000.0,30000000.0,29000000.0
2008-05-20,24000000.0,24000000.0,24000000.0,24000000.0,24000000.0
2008-05-21,24000000.0,23000000.0,24000000.0,24000000.0,23000000.0
2008-05-22,23000000.0,22000000.0,23000000.0,20000000.0,23000000.0
2008-05-23,23000000.0,23000000.0,18000000.0,23000000.0,19000000.0
2008-05-24,26000000.0,22000000.0,24000000.0,24000000.0,21000000.0
2008-05-25,26000000.0,27000000.0,23000000.0,26000000.0,22000000.0
2008-05-26,27000000.0,26000000.0,25000000.0,27000000.0,25000000.0
2008-05-27,13000000.0,12000000.0,13000000.0,13000000.0,11000000.0
2008-05-28,27000000.0,25000000.0,27000000.0,28000000.0,24000000.0
2008-05-29,23000000.0,22000000.0,21000000.0,21000000.0,20000000.0
2008-05-30,,,,29000000.0,
2008-05-31,29000000.0,29000000.0,29000000.0,29000000.0,29000000.0
2008-06-01,25000000.0,26000000.0,21000000.0,27000000.0,21000000.0
2008-06-02,29000000.0,28000000.0,29000000.0,29000000.0,29000000.0
2008-06-03,30000000.0,28000000.0,30000000.0,29000000.0,29000000.0
2008-06-04,29000000.0,28000000.0,28000000.0,28000000.0,28000000.0
2008-06-05,26000000.0,24000000.0,24000000.0,25000000.0,25000000.0
2008-06-06,23000000.0,22000000.0,22000000.0,20000000.0,22000000.0
2008-06-07,23000000.0,24000000.0,27000000.0,24000000.0,26000000.0
2008-06-08,24000000.0,24000000.0,23000000.0,23000000.0,24000000.0
2008-06-09,5000000.0,9000000.0,8000000.0,4000000.0,6000000.0
2008-06-10,21000000.0,22000000.0,22000000.0,18000000.0,21000000.0
2008-06-11,27000000.0,28000000.0,28000000.0,29000000.0,28000000.0
2008-06-12,29000000.0,27000000.0,29000000.0,27000000.0,28000000.0
2008-06-13,27000000.0,25000000.0,24000000.0,27000000.0,25000000.0
2008-06-14,29000000.0,28000000.0,29000000.0,28000000.0,29000000.0
2008-06-15,26000000.0,24000000.0,26000000.0,27000000.0,25000000.0
2008-06-16,23000000.0,22000000.0,20000000.0,25000000.0,18000000.0
2008-06-17,6000000.0,12000000.0,8000000.0,6000000.0,7000000.0
2008-06-18,28000000.0,26000000.0,27000000.0,27000000.0,26000000.0
2008-06-19,24000000.0,23000000.0,23000000.0,25000000.0,24000000.0
2008-06-20,30000000.0,29000000.0,30000000.0,28000000.0,29000000.0
2008-06-21,27000000.0,26000000.0,28000000.0,26000000.0,27000000.0
2008-06-22,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0
2008-06-23,25000000.0,24000000.0,24000000.0,23000000.0,24000000.0
2008-06-24,19000000.0,20000000.0,21000000.0,22000000.0,20000000.0
2008-06-25,26000000.0,23000000.0,23000000.0,28000000.0,24000000.0
2008-06-26,29000000.0,28000000.0,29000000.0,28000000.0,28000000.0
2008-06-27,26000000.0,26000000.0,27000000.0,27000000.0,25000000.0
2008-06-28,12000000.0,14000000.0,14000000.0,12000000.0,14000000.0
2008-06-29,26000000.0,25000000.0,25000000.0,24000000.0,24000000.0
2008-06-30,29000000.0,27000000.0,29000000.0,29000000.0,28000000.0
2008-07-01,28000000.0,29000000.0,29000000.0,28000000.0,28000000.0
2008-07-02,28000000.0,28000000.0,28000000.0,28000000.0,28000000.0
2008-07-03,19000000.0,20000000.0,21000000.0,17000000.0,21000000.0
2008-07-04,27000000.0,28000000.0,28000000.0,27000000.0,27000000.0
2008-07-05,28000000.0,29000000.0,29000000.0,29000000.0,29000000.0
2008-07-06,29000000.0,29000000.0,28000000.0,27000000.0,29000000.0
2008-07-07,27000000.0,28000000.0,28000000.0,28000000.0,27000000.0
2008-07-08,20000000.0,20000000.0,20000000.0,22000000.0,22000000.0
2008-07-09,14000000.0,14000000.0,13000000.0,,13000000.0
2008-07-10,20000000.0,20000000.0,22000000.0,20000000.0,18000000.0
2008-07-11,25000000.0,26000000.0,26000000.0,25000000.0,26000000.0
2008-07-12,25000000.0,25000000.0,24000000.0,28000000.0,23000000.0
2008-07-13,6000000.0,7000000.0,8000000.0,9000000.0,8000000.0
2008-07-14,26000000.0,27000000.0,26000000.0,27000000.0,28000000.0
2008-07-15,14000000.0,14000000.0,22000000.0,19000000.0,20000000.0
2008-07-16,26000000.0,14000000.0,23000000.0,,22000000.0
2008-07-17,22000000.0,22000000.0,23000000.0,26000000.0,22000000.0
2008-07-18,26000000.0,27000000.0,,28000000.0,26000000.0
2008-07-19,28000000.0,28000000.0,28000000.0,26000000.0,28000000.0
2008-07-20,28000000.0,28000000.0,29000000.0,28000000.0,28000000.0
2008-07-21,27000000.0,28000000.0,29000000.0,28000000.0,28000000.0
2008-07-22,,28000000.0,28000000.0,,
2008-07-23,27000000.0,27000000.0,28000000.0,27000000.0,27000000.0
2008-07-24,26000000.0,26000000.0,27000000.0,28000000.0,26000000.0
2008-07-25,,,26000000.0,25000000.0,26000000.0
2008-07-26,28000000.0,27000000.0,28000000.0,27000000.0,27000000.0
2008-07-27,23000000.0,23000000.0,25000000.0,23000000.0,23000000.0
2008-07-28,23000000.0,23000000.0,25000000.0,27000000.0,24000000.0
2008-07-29,16000000.0,14000000.0,15000000.0,19000000.0,16000000.0
2008-07-30,23000000.0,20000000.0,21000000.0,23000000.0,20000000.0
2008-07-31,23000000.0,24000000.0,23000000.0,24000000.0,23000000.0
2008-08-01,27000000.0,27000000.0,25000000.0,27000000.0,27000000.0
2008-08-02,27000000.0,28000000.0,26000000.0,27000000.0,27000000.0
2008-08-03,28000000.0,27000000.0,26000000.0,27000000.0,27000000.0
2008-08-04,27000000.0,27000000.0,26000000.0,27000000.0,26000000.0
2008-08-05,25000000.0,25000000.0,25000000.0,25000000.0,26000000.0
2008-08-06,22000000.0,22000000.0,21000000.0,20000000.0,21000000.0
2008-08-07,17000000.0,19000000.0,19000000.0,19000000.0,19000000.0
2008-08-08,20000000.0,16000000.0,20000000.0,19000000.0,20000000.0
2008-08-09,25000000.0,24000000.0,24000000.0,22000000.0,25000000.0
2008-08-10,16000000.0,19000000.0,12000000.0,13000000.0,14000000.0
2008-08-11,8000000.0,11000000.0,10000000.0,8000000.0,9000000.0
2008-08-12,23000000.0,23000000.0,22000000.0,22000000.0,23000000.0
2008-08-13,25000000.0,24000000.0,26000000.0,25000000.0,26000000.0
2008-08-14,23000000.0,23000000.0,23000000.0,24000000.0,23000000.0
2008-08-15,22000000.0,22000000.0,21000000.0,22000000.0,21000000.0
2008-08-16,9000000.0,12000000.0,12000000.0,11000000.0,12000000.0
2008-08-17,15000000.0,15000000.0,13000000.0,17000000.0,14000000.0
2008-08-18,3000000.0,2000000.0,3000000.0,2000000.0,2000000.0
2008-08-19,3000000.0,2000000.0,3000000.0,4000000.0,3000000.0
2008-08-20,14000000.0,12000000.0,13000000.0,13000000.0,13000000.0
2008-08-21,20000000.0,19000000.0,19000000.0,23000000.0,21000000.0
2008-08-22,25000000.0,25000000.0,25000000.0,25000000.0,25000000.0
2008-08-23,23000000.0,23000000.0,20000000.0,24000000.0,20000000.0
2008-08-24,23000000.0,23000000.0,23000000.0,23000000.0,23000000.0
2008-08-25,25000000.0,24000000.0,25000000.0,25000000.0,25000000.0
2008-08-26,23000000.0,24000000.0,22000000.0,23000000.0,20000000.0
2008-08-27,23000000.0,22000000.0,23000000.0,23000000.0,23000000.0
2008-08-28,23000000.0,24000000.0,24000000.0,24000000.0,24000000.0
2008-08-29,23000000.0,21000000.0,21000000.0,22000000.0,21000000.0
2008-08-30,21000000.0,20000000.0,22000000.0,20000000.0,22000000.0
2008-08-31,21000000.0,17000000.0,21000000.0,20000000.0,21000000.0
2008-09-01,23000000.0,23000000.0,22000000.0,22000000.0,23000000.0
2008-09-02,22000000.0,22000000.0,21000000.0,21000000.0,21000000.0
2008-09-03,5000000.0,6000000.0,7000000.0,8000000.0,7000000.0
2008-09-04,23000000.0,22000000.0,23000000.0,23000000.0,23000000.0
2008-09-05,23000000.0,22000000.0,23000000.0,23000000.0,21000000.0
2008-09-06,21000000.0,21000000.0,22000000.0,22000000.0,21000000.0
2008-09-07,24000000.0,23000000.0,24000000.0,23000000.0,23000000.0
2008-09-08,9000000.0,8000000.0,9000000.0,10000000.0,8000000.0
2008-09-09,4000000.0,5000000.0,5000000.0,4000000.0,5000000.0
2008-09-10,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0
2008-09-11,9000000.0,8000000.0,7000000.0,9000000.0,8000000.0
2008-09-12,20000000.0,,17000000.0,21000000.0,18000000.0
2008-09-13,6000000.0,8000000.0,5000000.0,6000000.0,5000000.0
2008-09-14,23000000.0,23000000.0,23000000.0,23000000.0,23000000.0
2008-09-15,24000000.0,23000000.0,24000000.0,24000000.0,24000000.0
2008-09-16,24000000.0,23000000.0,24000000.0,23000000.0,23000000.0
2008-09-17,23000000.0,23000000.0,23000000.0,23000000.0,23000000.0
2008-09-18,17000000.0,16000000.0,17000000.0,18000000.0,17000000.0
2008-09-19,,21000000.0,,22000000.0,
2008-09-20,21000000.0,21000000.0,21000000.0,21000000.0,21000000.0
2008-09-21,20000000.0,17000000.0,19000000.0,19000000.0,20000000.0
2008-09-22,20000000.0,20000000.0,19000000.0,19000000.0,18000000.0
2008-09-23,20000000.0,19000000.0,20000000.0,19000000.0,20000000.0
2008-09-24,20000000.0,18000000.0,19000000.0,19000000.0,19000000.0
2008-09-25,16000000.0,20000000.0,20000000.0,17000000.0,20000000.0
2008-09-26,,20000000.0,20000000.0,20000000.0,17000000.0
2008-09-27,20000000.0,20000000.0,20000000.0,18000000.0,20000000.0
2008-09-28,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0
2008-09-29,20000000.0,19000000.0,19000000.0,20000000.0,19000000.0
2008-09-30,21000000.0,20000000.0,21000000.0,20000000.0,20000000.0
2008-10-01,21000000.0,20000000.0,20000000.0,,20000000.0
2008-10-02,20000000.0,19000000.0,20000000.0,20000000.0,19000000.0
2008-10-03,14000000.0,,15000000.0,14000000.0,14000000.0
2008-10-04,19000000.0,19000000.0,19000000.0,19000000.0,18000000.0
2008-10-05,18000000.0,17000000.0,17000000.0,18000000.0,17000000.0
2008-10-06,11000000.0,10000000.0,11000000.0,9000000.0,10000000.0
2008-10-07,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0
2008-10-08,19000000.0,19000000.0,19000000.0,19000000.0,19000000.0
2008-10-09,19000000.0,19000000.0,19000000.0,19000000.0,19000000.0
2008-10-10,,18000000.0,18000000.0,18000000.0,17000000.0
2008-10-11,17000000.0,17000000.0,17000000.0,17000000.0,17000000.0
2008-10-12,15000000.0,14000000.0,14000000.0,16000000.0,16000000.0
2008-10-13,6000000.0,3000000.0,6000000.0,7000000.0,4000000.0
2008-10-14,9000000.0,6000000.0,6000000.0,9000000.0,7000000.0
2008-10-15,5000000.0,4000000.0,4000000.0,6000000.0,4000000.0
2008-10-16,19000000.0,18000000.0,17000000.0,18000000.0,18000000.0
2008-10-17,18000000.0,18000000.0,17000000.0,18000000.0,18000000.0
2008-10-18,18000000.0,18000000.0,16000000.0,18000000.0,18000000.0
2008-10-19,18000000.0,18000000.0,18000000.0,18000000.0,18000000.0
2008-10-20,17000000.0,17000000.0,17000000.0,17000000.0,17000000.0
2008-10-21,13000000.0,13000000.0,13000000.0,12000000.0,13000000.0
2008-10-22,6000000.0,7000000.0,5000000.0,6000000.0,5000000.0
2008-10-23,12000000.0,12000000.0,13000000.0,14000000.0,12000000.0
2008-10-24,17000000.0,17000000.0,,17000000.0,
2008-10-25,17000000.0,17000000.0,17000000.0,17000000.0,17000000.0
2008-10-26,16000000.0,16000000.0,16000000.0,16000000.0,16000000.0
2008-10-27,17000000.0,17000000.0,17000000.0,17000000.0,17000000.0
2008-10-28,16000000.0,16000000.0,15000000.0,16000000.0,15000000.0
2008-10-29,16000000.0,16000000.0,16000000.0,16000000.0,16000000.0
2008-10-30,16000000.0,16000000.0,16000000.0,15000000.0,16000000.0
2008-10-31,15000000.0,15000000.0,16000000.0,15000000.0,15000000.0
2008-11-01,16000000.0,16000000.0,16000000.0,16000000.0,16000000.0
2008-11-02,15000000.0,14000000.0,15000000.0,15000000.0,14000000.0
2008-11-03,14000000.0,,14000000.0,14000000.0,14000000.0
2008-11-04,14000000.0,12000000.0,14000000.0,13000000.0,14000000.0
2008-11-05,8000000.0,9000000.0,9000000.0,11000000.0,10000000.0
2008-11-06,15000000.0,15000000.0,15000000.0,15000000.0,15000000.0
2008-11-07,15000000.0,15000000.0,15000000.0,15000000.0,15000000.0
2008-11-08,15000000.0,14000000.0,15000000.0,14000000.0,15000000.0
2008-11-09,15000000.0,14000000.0,14000000.0,14000000.0,14000000.0
2008-11-10,4000000.0,3000000.0,1000000.0,2000000.0,1000000.0
2008-11-11,15000000.0,14000000.0,14000000.0,14000000.0,14000000.0
2008-11-12,14000000.0,14000000.0,14000000.0,14000000.0,14000000.0
2008-11-13,,12000000.0,13000000.0,13000000.0,13000000.0
2008-11-14,11000000.0,10000000.0,9000000.0,10000000.0,9000000.0
2008-11-15,15000000.0,14000000.0,13000000.0,14000000.0,14000000.0
2008-11-16,14000000.0,13000000.0,14000000.0,14000000.0,14000000.0
2008-11-17,14000000.0,13000000.0,14000000.0,13000000.0,13000000.0
2008-11-18,14000000.0,13000000.0,13000000.0,13000000.0,13000000.0
2008-11-19,14000000.0,13000000.0,14000000.0,13000000.0,13000000.0
2008-11-20,13000000.0,13000000.0,13000000.0,13000000.0,13000000.0
2008-11-21,14000000.0,13000000.0,13000000.0,13000000.0,13000000.0
2008-11-22,13000000.0,12000000.0,13000000.0,12000000.0,13000000.0
2008-11-23,8000000.0,8000000.0,8000000.0,7000000.0,8000000.0
2008-11-24,13000000.0,13000000.0,13000000.0,13000000.0,13000000.0
2008-11-25,13000000.0,13000000.0,13000000.0,13000000.0,13000000.0
2008-11-26,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0
2008-11-27,10000000.0,10000000.0,11000000.0,8000000.0,11000000.0
2008-11-28,10000000.0,11000000.0,12000000.0,8000000.0,12000000.0
2008-11-29,10000000.0,9000000.0,9000000.0,9000000.0,9000000.0
2008-11-30,9000000.0,10000000.0,7000000.0,11000000.0,8000000.0
2008-12-01,12000000.0,12000000.0,12000000.0,,12000000.0
2008-12-02,12000000.0,11000000.0,12000000.0,12000000.0,11000000.0
2008-12-03,10000000.0,9000000.0,9000000.0,10000000.0,9000000.0
2008-12-04,6000000.0,6000000.0,5000000.0,9000000.0,5000000.0
2008-12-05,12000000.0,12000000.0,11000000.0,10000000.0,12000000.0
2008-12-06,10000000.0,9000000.0,9000000.0,9000000.0,9000000.0
2008-12-07,12000000.0,11000000.0,12000000.0,12000000.0,12000000.0
2008-12-08,9000000.0,8000000.0,8000000.0,8000000.0,8000000.0
2008-12-09,1000000.0,1000000.0,0.0,1000000.0,1000000.0
2008-12-10,13000000.0,12000000.0,12000000.0,12000000.0,13000000.0
2008-12-11,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0
2008-12-12,12000000.0,11000000.0,11000000.0,11000000.0,
2008-12-13,10000000.0,9000000.0,9000000.0,10000000.0,10000000.0
2008-12-14,10000000.0,10000000.0,10000000.0,11000000.0,10000000.0
2008-12-15,7000000.0,8000000.0,8000000.0,8000000.0,8000000.0
2008-12-16,4000000.0,3000000.0,3000000.0,3000000.0,3000000.0
2008-12-17,4000000.0,6000000.0,6000000.0,3000000.0,5000000.0
2008-12-18,1000000.0,1000000.0,1000000.0,2000000.0,1000000.0
2008-12-19,11000000.0,10000000.0,10000000.0,10000000.0,10000000.0
2008-12-20,7000000.0,7000000.0,7000000.0,6000000.0,7000000.0
2008-12-21,7000000.0,6000000.0,7000000.0,8000000.0,7000000.0
2008-12-22,5000000.0,4000000.0,4000000.0,4000000.0,4000000.0
2008-12-23,2000000.0,2000000.0,1000000.0,1000000.0,1000000.0
2008-12-24,11000000.0,11000000.0,11000000.0,11000000.0,11000000.0
2008-12-25,11000000.0,10000000.0,11000000.0,10000000.0,10000000.0
2008-12-26,5000000.0,5000000.0,6000000.0,5000000.0,7000000.0
2008-12-27,11000000.0,11000000.0,12000000.0,11000000.0,11000000.0
2008-12-28,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0
2008-12-29,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0
2008-12-30,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0
2008-12-31,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0
2009-01-01,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0
2009-01-02,7000000.0,8000000.0,5000000.0,8000000.0,6000000.0
2009-01-03,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0
2009-01-04,9000000.0,10000000.0,9000000.0,6000000.0,9000000.0
2009-01-05,6000000.0,6000000.0,6000000.0,5000000.0,6000000.0
2009-01-06,8000000.0,6000000.0,7000000.0,9000000.0,7000000.0
2009-01-07,13000000.0,,12000000.0,12000000.0,12000000.0
2009-01-08,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0
2009-01-09,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0
2009-01-10,13000000.0,13000000.0,13000000.0,12000000.0,13000000.0
2009-01-11,13000000.0,12000000.0,13000000.0,12000000.0,13000000.0
2009-01-12,6000000.0,5000000.0,6000000.0,9000000.0,6000000.0
2009-01-13,14000000.0,13000000.0,13000000.0,13000000.0,13000000.0
2009-01-14,13000000.0,12000000.0,12000000.0,13000000.0,12000000.0
2009-01-15,14000000.0,13000000.0,12000000.0,12000000.0,12000000.0
2009-01-16,11000000.0,11000000.0,11000000.0,8000000.0,11000000.0
2009-01-17,13000000.0,13000000.0,13000000.0,13000000.0,13000000.0
